,0
pt_pT0/pCR,-1.42205097075258
tumor_grade_Signet,1.192208306388077
pn_Yes,1.1639890689609256
cea_level,0.9649162941855071
margin_Negative,-0.8440303595021571
neoadj_CMT,0.8394911015603445
pt_pT1,-0.8042326008048171
pt_pT4b,0.6881443670187095
"margin_Negative , NA",0.6439642006842431
pt_pT4a,0.6369058813897412
sx_No,0.6124578197779444
pt_nan,0.6124578197779444
ct_cT3,0.6113826310278646
ct_cT4b,-0.6051549331972239
tumor_grade_Mucinous,-0.6048379877689404
ct_cT2,-0.5738749244497396
pn_nan,-0.5336358210205379
ct_cT1,0.4638117264135293
margin_nan,0.448454539919086
pt_pT2,0.42132264952808557
neoadj_RT,-0.4141228621572648
neoadj_0,-0.34034950880410114
tumor_grade_MD,-0.3354726072821125
cm_nan,0.3241132550839437
cn_nan,0.3241132550839437
neoadj_nan,0.3167768171286915
pn_No,-0.2646520714777414
sx_Yes,-0.24675664331533614
staging_nan,0.24500668959734048
ct_nan,0.24500668959734048
pt_pT3,0.2331540303055452
staging_IV,0.23117465064363477
cm_cM1,0.23117465064363477
ct_cT4a,0.22452998707081961
no_ln,-0.21606286755347442
"margin_Negative , No",-0.20215540995502043
sex,0.19307578724307045
tumor_loc_Lower,0.19291256616945937
lvi,0.18999820652321864
cm_cM0,-0.18958672926494896
tumor_loc_Middle,0.16128086098168107
margin_Distal positive,0.16082863033858633
cn_cN2,0.15657472747441112
cn_cN1,-0.1505544713870337
tumor_grade_PD,0.11047177829862913
staging_III,-0.10824276485114379
"margin_Distal positive , CRM positive",0.08692007056524174
tnt,-0.07961387006653729
margin_CRM positive,0.07171950441262742
postpone_neoadj,0.06572420664239552
neoadj_CRT,-0.036094371265053264
cn_cN0,0.03556766529128252
age,-0.01265765638295541
tumor_loc_Upper,0.011507749311464376
staging_I,-0.009887629838931608
staging_II,0.007650230911758444
tumor_grade_WD,0.003331686826922662
